GROUP,CONAME,DIST,DISTNAME,PP3VV,STPCT01VV,LTPCT01VV,FDPCT01VV,TUPCT01VV,FBPCT01VV,OTPCT01VV,STRAT01VV,SSRAT01VV,SARAT01VV,PCTSEVV,CO,OTHER01
H. 7-12 / 9-12,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,20361,0.179,0.805,0.012,0,0,0.004,12.6,70.6,120.5,0.156,19,-2267872
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,18755,0.128,0.81,0.015,0.002,0.033,0.012,10.5,66.1,161,0.126,19,121
H. 7-12 / 9-12,HUNTERDON,4890,SOUTH HUNTERDON REGIONAL,27536,0.202,0.77,0.014,0,0.006,0.008,10.4,55.1,94.5,0.133,19,0
A. K-6,HUNTERDON,5050,STOCKTON BORO,17703,0.287,0.672,0.029,0.011,0,0.001,0,212,0,0.038,19,18711
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,19529,0.121,0.826,0.01,0.004,0.025,0.014,10.7,71.8,176,0.088,19,0
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,22721,0.131,0.834,0.016,0.003,0.012,0.004,11.8,60.9,121,0.124,19,130000
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,19251,0.135,0.819,0.021,0,0,0.025,8.1,68,58,0.103,19,0
G. K-12 / 3501 +,MERCER,1245,EAST WINDSOR REGIONAL,17564,0.283,0.676,0.022,0.007,0,0.012,12.8,94.2,180,0.109,21,0
G. K-12 / 3501 +,MERCER,1430,EWING TWP,20290,0.228,0.744,0.022,0.006,0,0,11.5,70.6,183,0.154,21,-819873
G. K-12 / 3501 +,MERCER,1950,HAMILTON TWP,16252,0.451,0.509,0.036,0.001,0,0.003,12.7,77.2,223.8,0.138,21,1949538
G. K-12 / 3501 +,MERCER,2280,HOPEWELL VALLEY REGIONAL,22469,0.119,0.857,0.013,0.004,0,0.007,11.1,66.3,151.7,0.137,21,-293413
G. K-12 / 3501 +,MERCER,2580,LAWRENCE TWP,18576,0.147,0.795,0.026,0.002,0,0.03,12.4,59.4,161.5,0.124,21,828937
I. CSSD,MERCER,3103,MERCER CO SPECIAL SERVICE,68040,0.099,0.135,0.009,0.746,0,0.011,5.7,8,45.7,1.000,21,0
J. VOC,MERCER,3105,MERCER COUNTY VOCATIONAL,25210,0.261,0.625,0.036,0.079,0,0,15.2,100.1,100.1,0.329,21,0
F. K-12 / 1801 - 3500,MERCER,4255,PRINCETON,23803,0.133,0.783,0.017,0.051,0,0.016,10.9,57.9,143.4,0.101,21,19635
G. K-12 / 3501 +,MERCER,5210,TRENTON CITY,21156,0.828,0.073,0.06,0,0,0.039,11.4,67.1,179.3,0.153,21,0
F. K-12 / 1801 - 3500,MERCER,5510,ROBBINSVILLE TWP,14969,0.14,0.84,0,0.003,0,0.017,12.7,86.3,241.2,0.109,21,0
G. K-12 / 3501 +,MERCER,5715,W WINDSOR-PLAINSBORO REG,17321,0.127,0.767,0.018,0.001,0.084,0.003,13,87,238.3,0.091,21,0
K. CHARTER,MERCER,6017,FOUNDATION ACADEMY CS,19265,0.845,0.103,0.053,0,0,0,13.2,103.2,61.6,0.106,80,0
K. CHARTER,MERCER,6025,PAUL ROBESON HUMANITIES  CS,19792,0.817,0.082,0.101,0,0,0,0,0,0,0.122,80,0
K. CHARTER,MERCER,6810,INTERNATIONAL CS OF TRENTON,16796,0.815,0.098,0.087,0,0,0,5.3,60,60,0.011,80,0
K. CHARTER,MERCER,7500,PACE CS OF HAMILTON,15333,0.794,0.143,0.063,0,0,0,10.9,0,120,0.000,80,0
K. CHARTER,MERCER,7540,PRINCETON CS,17074,0.208,0.783,0.009,0,0,0,11.9,348,77,0.029,80,0
K. CHARTER,MERCER,8140,VILLAGE CS,16550,0.835,0.102,0.063,0,0,0,71.8,0,359,0.090,80,0
G. K-12 / 3501 +,MIDDLESEX,750,CARTERET BORO,16050,0.561,0.404,0.035,0,0,0,13.9,143.6,179.2,0.081,23,0
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,21866,0.085,0.898,0.011,0,0,0.006,10.3,80.3,110.8,0.153,23,0
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,15418,0.388,0.564,0.033,0.001,0.001,0.013,11.9,111.7,140.4,0.064,23,0
G. K-12 / 3501 +,MIDDLESEX,1170,EAST BRUNSWICK TWP,19169,0.203,0.762,0.019,0.002,0,0.014,12.5,79.1,187.9,0.111,23,0
G. K-12 / 3501 +,MIDDLESEX,1290,EDISON TWP,16443,0.17,0.802,0.022,0.003,0,0.003,13,103,246.5,0.097,23,33391
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,20558,0.207,0.727,0.024,0.003,0.028,0.011,12,74.8,110.1,0.125,23,0
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,15917,0.427,0.54,0.032,0,0,0.001,19.4,104.8,283,0.107,23,0
F. K-12 / 1801 - 3500,MIDDLESEX,3120,METUCHEN BORO,18545,0.119,0.803,0.018,0.003,0.038,0.019,12.8,93.8,146.3,0.130,23,0
F. K-12 / 1801 - 3500,MIDDLESEX,3140,MIDDLESEX BORO,16253,0.352,0.621,0.024,0.002,0,0.001,15,127.8,178.4,0.110,23,4010
J. VOC,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,23934,0.35,0.589,0.033,0.014,0,0.014,13.8,61.9,100.9,0.242,23,0
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,15927,0.152,0.828,0.017,0.002,0,0.001,12,82.2,139.3,0.104,23,557
G. K-12 / 3501 +,MIDDLESEX,3290,MONROE TWP,18612,0.107,0.822,0.012,0.034,0,0.025,12.3,75.6,257.5,0.135,23,-81061
G. K-12 / 3501 +,MIDDLESEX,3530,NEW BRUNSWICK CITY,22586,0.741,0.164,0.034,0.001,0,0.06,11.7,67.9,190.7,0.127,23,0
G. K-12 / 3501 +,MIDDLESEX,3620,NORTH BRUNSWICK TWP,15830,0.197,0.767,0.025,0.001,0,0.01,13.3,101.5,173.7,0.104,23,4452
G. K-12 / 3501 +,MIDDLESEX,3845,OLD BRIDGE TWP,17018,0.391,0.576,0.023,0,0,0.01,13.1,97.9,246,0.133,23,0
G. K-12 / 3501 +,MIDDLESEX,4090,PERTH AMBOY CITY,19578,0.835,0.111,0.033,0,0,0.021,13,88.3,227.7,0.080,23,0
G. K-12 / 3501 +,MIDDLESEX,4130,PISCATAWAY TWP,15594,0.23,0.729,0.028,0.005,0,0.008,245,760.2,9188.8,0.114,23,0
G. K-12 / 3501 +,MIDDLESEX,4660,SAYREVILLE BORO,15475,0.318,0.637,0.027,0,0,0.018,13.1,88.8,238.7,0.145,23,200542
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,15928,0.479,0.477,0.043,0,0,0.001,13.9,81.3,142.3,0.194,23,0
G. K-12 / 3501 +,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,15964,0.258,0.719,0.018,0.001,0,0.004,14,99.4,185.5,0.108,23,0
F. K-12 / 1801 - 3500,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,16894,0.253,0.719,0.021,0,0,0.007,12.1,81.9,162,0.120,23,0
F. K-12 / 1801 - 3500,MIDDLESEX,4920,SOUTH RIVER BORO,14365,0.484,0.458,0.042,0.004,0,0.012,14.3,91.4,156.3,0.142,23,-53646
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,16785,0.304,0.522,0.022,0.143,0,0.009,11.5,89.8,179.6,0.118,23,0
G. K-12 / 3501 +,MIDDLESEX,5850,WOODBRIDGE TWP,15989,0.208,0.756,0.028,0,0,0.008,11.9,103.1,210.4,0.106,23,232170
K. CHARTER,MIDDLESEX,6032,ACADEMY FOR URBAN LEADERSHIP CS,13687,0.842,0.127,0.031,0,0,0,0,0,0,0.020,80,0
K. CHARTER,MIDDLESEX,6041,HATIKVAH INTERNATIONAL CS,11779,0.416,0.574,0.01,0,0,0,0,0,0,0.057,80,0
K. CHARTER,MIDDLESEX,6635,GREATER BRUNSWICK CS,17387,0.609,0.268,0.038,0,0,0.085,58.3,0,350,0.116,80,231370
F. K-12 / 1801 - 3500,MONMOUTH,100,ASBURY PARK CITY,30845,0.819,0.082,0.052,0.004,0,0.043,9,39.9,120.9,0.158,25,602005
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,18294,0.134,0.771,0.022,0.055,0,0.018,11.1,181.1,271.7,0.104,25,0
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,19957,0.121,0.791,0.014,0.031,0.043,0,11.3,54.8,58.9,0.055,25,0
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,17523,0.18,0.61,0.048,0.154,0,0.008,10.5,66.7,141.8,0.123,25,0
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,20099,0.221,0.72,0.048,0,0,0.011,9.9,74.7,94.7,0.158,25,0
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,16142,0.09,0.857,0.013,0.002,0.025,0.013,131.3,431.4,862.9,0.111,25,0
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,22835,0.129,0.774,0.077,0,0,0.02,9.1,57,121.7,0.145,25,0
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,25266,0.504,0.488,0.008,0,0,0,0,0,0,0.000,25,0
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,20337,0.3,0.659,0.036,0.003,0,0.002,10.4,61,151.1,0.184,25,0
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,14581,0.115,0.856,0.015,0.008,0,0.006,13,76.7,153.1,0.113,25,0
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,17995,0.387,0.581,0.026,0.005,0,0.001,8.3,83.9,75.5,0.199,25,0
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,15619,0.499,0.398,0.098,0,0,0.005,13.5,102.9,189.1,0.144,25,-92838
H. 7-12 / 9-12,MONMOUTH,1650,FREEHOLD REGIONAL,16872,0.36,0.625,0.015,0,0,0,15.2,127.3,176.8,0.120,25,0
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,17912,0.139,0.83,0.019,0.003,0,0.009,12.1,72.8,179.7,0.136,25,0
F. K-12 / 1801 - 3500,MONMOUTH,2105,HAZLET TWP,16432,0.333,0.644,0.019,0.003,0,0.001,12.2,97.7,146.3,0.150,25,7007801
H. 7-12 / 9-12,MONMOUTH,2120,HENRY HUDSON REGIONAL,28066,0.158,0.795,0.02,0.004,0,0.023,9.3,47.9,68,0.236,25,0
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,24982,0.218,0.652,0.036,0,0.093,0.001,9,64.6,102.8,0.177,25,-40488
F. K-12 / 1801 - 3500,MONMOUTH,2230,HOLMDEL TWP,20190,0.143,0.827,0.016,0.007,0,0.007,11.8,73.3,181.1,0.124,25,0
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,18743,0.375,0.594,0.018,0.006,0,0.007,11.6,75.1,212.2,0.152,25,0
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,30485,0.795,0.121,0.062,0.001,0,0.021,8.1,42.3,105,0.189,25,0
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,18213,0.368,0.413,0.032,0.169,0,0.018,9.6,73.2,99.9,0.156,25,324559
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,17078,0.114,0.851,0.015,0.007,0,0.013,12.3,80.1,138.8,0.090,25,0
G. K-12 / 3501 +,MONMOUTH,2770,LONG BRANCH CITY,21220,0.548,0.297,0.039,0.001,0,0.115,10.6,73,174.2,0.096,25,0
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,16904,0.32,0.651,0.018,0.003,0,0.008,13.2,85.8,204.3,0.126,25,118981
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,17678,0.119,0.523,0.016,0.337,0,0.005,12.6,74.8,140.4,0.128,25,355
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,16421,0.231,0.745,0.015,0.008,0,0.001,12.7,88.6,200.9,0.122,25,-349062
G. K-12 / 3501 +,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,17443,0.265,0.707,0.018,0.001,0,0.009,13.2,108.8,316.6,0.105,25,0
G. K-12 / 3501 +,MONMOUTH,3160,MIDDLETOWN TWP,17159,0.212,0.762,0.024,0.001,0,0.001,13.8,79.8,218.8,0.143,25,-206477
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,19246,0.186,0.781,0.011,0.016,0,0.006,13.2,84.2,221.8,0.134,25,0
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,16209,0.116,0.853,0.014,0,0,0.017,12.8,112,99.7,0.080,25,39508
J. VOC,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,23960,0.25,0.465,0.018,0.235,0,0.032,9.8,81.3,112.5,0.182,25,0
H. 7-12 / 9-12,MONMOUTH,3270,MONMOUTH REGIONAL,26178,0.214,0.773,0.012,0,0,0.001,10.3,68.3,97.2,0.167,25,-1110700
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,15593,0.277,0.585,0.03,0,0.109,0,12.8,130,167.9,0.129,25,195
G. K-12 / 3501 +,MONMOUTH,3510,NEPTUNE TWP,22381,0.436,0.344,0.026,0.046,0.028,0.12,11.9,75,147.4,0.168,25,0
G. K-12 / 3501 +,MONMOUTH,3810,OCEAN TWP,19963,0.196,0.777,0.023,0,0,0.004,10.8,68.4,151.9,0.143,25,0
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,18807,0.129,0.831,0.017,0.023,0,0,10.6,80.8,127.6,0.121,25,-49609
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,17007,0.339,0.561,0.084,0,0,0.016,12.6,103.4,146.7,0.101,25,0
H. 7-12 / 9-12,MONMOUTH,4365,RED BANK REGIONAL,22931,0.136,0.697,0.024,0.133,0,0.01,11.5,62.5,118.8,0.142,25,0
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,20231,0.343,0.615,0.017,0.024,0,0.001,9.2,62,24.9,0.043,25,0
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,17288,0.121,0.838,0.024,0.01,0,0.007,12.3,90.2,163.8,0.106,25,1391
H. 7-12 / 9-12,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,20521,0.105,0.869,0.009,0,0,0.017,10.8,74.9,98.7,0.140,25,20
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,22571,0.096,0.86,0.012,0.023,0,0.009,85.5,855,285,0.076,25,188776
H. 7-12 / 9-12,MONMOUTH,4760,SHORE REGIONAL,26492,0.111,0.866,0.019,0.004,0,0,11.4,81,92.6,0.126,25,3686
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,17700,0.113,0.856,0.015,0.008,0,0.008,9.3,61.5,160,0.090,25,0
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,21855,0.136,0.843,0.019,0,0,0.002,10,61.9,86.7,0.138,25,0
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,16833,0.091,0.854,0.016,0.008,0,0.031,11.9,70.8,180.5,0.086,25,308701
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,18566,0.226,0.74,0.028,0,0,0.006,11.6,77.3,161.2,0.140,25,207913
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,17214,0.55,0.39,0.049,0,0,0.011,12.6,90.8,181.5,0.124,25,0
F. K-12 / 1801 - 3500,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,18158,0.213,0.559,0.01,0.203,0,0.015,19.3,156.7,274.6,0.153,25,-356000
G. K-12 / 3501 +,MONMOUTH,5420,WALL TWP,18657,0.144,0.833,0.018,0.003,0,0.002,10.9,65.5,210.9,0.149,25,0
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,19251,0.122,0.828,0.021,0.018,0,0.011,10.8,142.9,240,0.155,25,0
K. CHARTER,MONMOUTH,6740,HOPE ACADEMY CS,19055,0.679,0.157,0.164,0,0,0,7.8,25.3,22.8,0.082,80,0
K. CHARTER,MONMOUTH,7720,THE RED BANK CS,17687,0.526,0.446,0.028,0,0,0,9.4,72.2,89.5,0.079,80,0
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,22386,0.136,0.612,0.02,0.231,0,0.001,12.4,51.7,112.7,0.162,27,0
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,18259,0.106,0.88,0.012,0.001,0,0.001,12.9,83.4,138.3,0.118,27,0
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,20152,0.184,0.636,0.02,0.151,0,0.009,11.6,60.1,145.8,0.187,27,59
G. K-12 / 3501 +,MORRIS,785,SCH DIST OF THE CHATHAMS,16037,0.116,0.856,0.014,0.003,0,0.011,13.7,90.3,180.3,0.128,27,-472599
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,19582,0.131,0.831,0.014,0.007,0.003,0.014,11.7,66.3,177,0.128,27,0
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,16956,0.131,0.851,0.013,0.004,0,0.001,12.5,64.8,218.8,0.155,27,-1510447
F. K-12 / 1801 - 3500,MORRIS,1110,DOVER TOWN,16260,0.593,0.289,0.057,0.047,0,0.014,13.9,106,162.4,0.094,27,0
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,18877,0.133,0.837,0.014,0.003,0,0.013,11.1,75.2,150.4,0.143,27,18599
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,18462,0.113,0.851,0.014,0.015,0,0.007,11.5,62.2,168,0.112,27,0
H. 7-12 / 9-12,MORRIS,1990,HANOVER PARK REGIONAL,22206,0.112,0.859,0.01,0.001,0,0.018,12.5,82.4,137.4,0.128,27,0
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,17594,0.133,0.847,0.015,0,0,0.005,12.7,69.5,184.1,0.096,27,-93702
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,23329,0.099,0.88,0.012,0.007,0,0.002,9.4,59.1,122.7,0.116,27,0
F. K-12 / 1801 - 3500,MORRIS,2380,JEFFERSON TWP,18371,0.346,0.629,0.016,0.001,0,0.008,12.2,63.8,141.4,0.141,27,196
F. K-12 / 1801 - 3500,MORRIS,2460,KINNELON BORO,19291,0.131,0.846,0.012,0.002,0,0.009,12,58.8,150,0.115,27,250000
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,17807,0.135,0.843,0.02,0.002,0,0,13.2,101.6,185.8,0.109,27,10
F. K-12 / 1801 - 3500,MORRIS,2870,MADISON BORO,18612,0.128,0.817,0.016,0.038,0,0.001,13,64.2,136.6,0.142,27,0
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,17274,0.113,0.853,0.013,0.004,0,0.017,11.8,86.8,116.3,0.109,27,0
C. K-8 / 401 - 750,MORRIS,3100,MENDHAM TWP,23306,0.102,0.869,0.01,0,0,0.019,11.3,79.3,174.4,0.099,27,-45409
A. K-6,MORRIS,3240,MINE HILL TWP,15600,0.328,0.636,0.024,0.004,0,0.008,13.6,165.4,413.5,0.098,27,0
G. K-12 / 3501 +,MORRIS,3340,MONTVILLE TWP,18239,0.132,0.848,0.015,0.002,0,0.003,11.2,56.6,193.8,0.128,27,0
J. VOC,MORRIS,3365,MORRIS COUNTY VOCATIONAL,21469,0.154,0.35,0.046,0.434,0,0.016,14,106.5,119.8,0.137,27,0
H. 7-12 / 9-12,MORRIS,3370,MORRIS HILLS REGIONAL,24437,0.185,0.792,0.011,0.002,0,0.01,11.7,66.4,126.5,0.154,27,3354
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,18840,0.099,0.872,0.012,0.004,0,0.013,11.2,123,153.8,0.104,27,9641
G. K-12 / 3501 +,MORRIS,3385,MORRIS SCHOOL DISTRICT,20576,0.158,0.77,0.026,0.044,0,0.002,12,65.1,173,0.127,27,-133854
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,19861,0.122,0.859,0.019,0,0,0,11.1,50,144,0.135,27,0
G. K-12 / 3501 +,MORRIS,3450,MOUNT OLIVE TWP,19103,0.272,0.703,0.016,0.001,0,0.008,12.8,78.4,199.5,0.149,27,-506973
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,23989,0.126,0.512,0.008,0.347,0,0.007,10.7,35.2,118.1,0.197,27,0
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,16141,0.338,0.615,0.037,0.004,0,0.006,11.1,78.5,125.6,0.162,27,0
G. K-12 / 3501 +,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,19251,0.127,0.848,0.016,0.002,0,0.007,11.7,63.3,246.5,0.144,27,-1002299
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,20365,0.121,0.807,0.014,0.011,0.036,0.011,11.8,57.7,171.8,0.157,27,-180900
F. K-12 / 1801 - 3500,MORRIS,4080,PEQUANNOCK TWP,17109,0.166,0.808,0.014,0.01,0,0.002,12.4,64.6,173.9,0.132,27,12499
G. K-12 / 3501 +,MORRIS,4330,RANDOLPH TWP,18451,0.234,0.746,0.014,0.002,0,0.004,12.3,77.3,194.3,0.134,27,-323507
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,17630,0.105,0.845,0.014,0.011,0.013,0.012,11.8,72.6,111.3,0.126,27,0
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,12587,0.154,0.793,0.023,0.009,0,0.021,17.1,167,334,0.166,27,0
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,19907,0.152,0.815,0.032,0,0,0.001,10.9,51.3,222,0.180,27,-3058358
G. K-12 / 3501 +,MORRIS,4560,ROXBURY TWP,18983,0.265,0.679,0.015,0.036,0,0.005,12.2,70.7,155.6,0.129,27,0
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,18672,0.273,0.705,0.014,0.001,0,0.007,12.3,63.9,189.6,0.150,27,0
H. 7-12 / 9-12,MORRIS,5660,WEST MORRIS REGIONAL,18761,0.17,0.802,0.014,0.001,0,0.013,13.8,84.1,168.2,0.147,27,0
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,16030,0.372,0.561,0.044,0.022,0,0.001,11.2,114.4,168.8,0.135,27,0
K. CHARTER,MORRIS,8050,UNITY CS,15527,0.21,0.778,0.012,0,0,0,11.3,157.5,157.5,0.120,80,0
F. K-12 / 1801 - 3500,OCEAN,185,BARNEGAT TWP,18384,0.422,0.485,0.024,0.001,0,0.068,11.5,70,199.4,0.146,29,0
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,23690,0.095,0.776,0.003,0.068,0,0.058,11,125.5,86.3,0.051,29,0
A. K-6,OCEAN,230,BEACH HAVEN BORO,26027,0.113,0.877,0.01,0,0,0,36.4,69.6,800,0.075,29,0
A. K-6,OCEAN,320,BERKELEY TWP,17239,0.143,0.818,0.024,0,0,0.015,12.3,80.9,186.8,0.157,29,0
G. K-12 / 3501 +,OCEAN,530,BRICK TWP,16516,0.325,0.638,0.032,0.002,0,0.003,12.9,74.3,218.2,0.186,29,-242270
H. 7-12 / 9-12,OCEAN,770,CENTRAL REGIONAL,19830,0.177,0.778,0.03,0.004,0,0.011,14.1,92.7,149.7,0.188,29,-14525
A. K-6,OCEAN,1150,EAGLESWOOD TWP,19549,0.351,0.616,0.03,0.003,0,0,10.1,114.5,67,0.134,29,48
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,17824,0.141,0.815,0.017,0.02,0,0.007,10.4,0,80,0.108,29,0
G. K-12 / 3501 +,OCEAN,2360,JACKSON TWP,16138,0.426,0.536,0.022,0,0,0.016,13.6,82.2,230.2,0.132,29,-2031167
G. K-12 / 3501 +,OCEAN,2480,LACEY TWP,17210,0.374,0.557,0.024,0.001,0,0.044,12.3,98,161,0.183,29,1984105
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,16809,0.719,0.127,0.13,0,0,0.024,13,118.3,213,0.171,29,8979
G. K-12 / 3501 +,OCEAN,2520,LAKEWOOD TWP,25238,0.359,0.48,0.153,0.001,0,0.007,11.8,65.5,236.5,0.127,29,-35589
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,21858,0.118,0.828,0.021,0.033,0,0,9.8,60.9,85.3,0.074,29,0
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,18690,0.572,0.396,0.027,0.001,0,0.004,11.8,76.6,176.1,0.126,29,0
A. K-6,OCEAN,2760,LONG BEACH ISLAND,23943,0.161,0.809,0.02,0.005,0,0.005,9.3,52.6,161.3,0.132,29,0
F. K-12 / 1801 - 3500,OCEAN,2940,MANCHESTER TWP,18727,0.186,0.737,0.025,0.042,0,0.01,10.7,54.3,167.2,0.150,29,153837
J. VOC,OCEAN,3790,OCEAN COUNTY VOCATIONAL,15904,0.269,0.619,0.03,0.073,0,0.009,306,1759.5,0,0.211,29,0
A. K-6,OCEAN,3800,OCEAN GATE BORO,18718,0.434,0.529,0.037,0,0,0,0,0,0,0.117,29,2136
A. K-6,OCEAN,3820,OCEAN TWP,18798,0.425,0.554,0.021,0,0,0,10.6,63.6,154.6,0.140,29,1519
H. 7-12 / 9-12,OCEAN,4105,PINELANDS REGIONAL,22510,0.447,0.525,0.026,0.001,0,0.001,9.5,61.1,121.2,0.192,29,-400000
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,17880,0.507,0.391,0.08,0.007,0,0.015,12.2,58.1,166.5,0.146,29,6633278
F. K-12 / 1801 - 3500,OCEAN,4210,POINT PLEASANT BORO,14705,0.232,0.729,0.027,0.006,0,0.006,12.5,97.4,178.2,0.136,29,0
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,19475,0.12,0.728,0.02,0.111,0,0.021,11.1,66.4,118.6,0.127,29,0
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,30178,0.241,0.521,0.057,0,0,0.181,77.3,0,0,0.155,29,0
H. 7-12 / 9-12,OCEAN,4950,SOUTHERN REGIONAL,20421,0.114,0.718,0.015,0.126,0.007,0.02,13.2,93.2,165.6,0.186,29,0
A. K-6,OCEAN,5020,STAFFORD TWP,18807,0.324,0.642,0.027,0.001,0,0.006,11.6,76.7,185.3,0.173,29,0
G. K-12 / 3501 +,OCEAN,5190,TOMS RIVER REGIONAL,14549,0.369,0.589,0.03,0.006,0,0.006,14.1,117.1,227.8,0.134,29,-180134
A. K-6,OCEAN,5220,TUCKERTON BORO,15857,0.45,0.484,0.031,0.006,0,0.029,11.4,66,170,0.168,29,128755
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,20115,0.166,0.747,0.016,0.004,0.038,0.029,13.2,65.4,93.2,0.142,31,0
G. K-12 / 3501 +,PASSAIC,900,CLIFTON CITY,16017,0.228,0.687,0.037,0,0,0.048,13.5,76.9,235.3,0.137,31,-230645
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,15449,0.542,0.359,0.061,0,0.03,0.008,11.2,96,332.7,0.129,31,0
F. K-12 / 1801 - 3500,PASSAIC,2100,HAWTHORNE BORO,17680,0.146,0.817,0.029,0.006,0,0.002,13.5,71.1,183.5,0.211,31,18759
