GROUP,CONAME,DIST,DISTNAME,PP3VV,STPCT01VV,LTPCT01VV,FDPCT01VV,TUPCT01VV,FBPCT01VV,OTPCT01VV,STRAT01VV,SSRAT01VV,SARAT01VV,PCTSEVV,CO,OTHER01
I. CSSD,MERCER,3103,MERCER CO SPECIAL SERVICE,63948,0.092,0.144,0.008,0.755,0,0.001,5.9,7.7,55.8,1.000,21,0
J. VOC,MERCER,3105,MERCER COUNTY VOCATIONAL,25932,0.221,0.549,0.036,0.193,0,0.001,18.4,114.8,99,0.373,21,0
G. K-12 / 3501 +,MERCER,4255,PRINCETON,23395,0.126,0.764,0.021,0.053,0.032,0.004,11.4,59,147.4,0.111,21,23103
G. K-12 / 3501 +,MERCER,5210,TRENTON CITY,20407,0.865,0.075,0.06,0,0,0,14.4,82.4,207.4,0.145,21,0
F. K-12 / 1801 - 3500,MERCER,5510,ROBBINSVILLE TWP,14710,0.131,0.85,0.017,0.002,0,0,12.9,80.7,238.8,0.111,21,0
G. K-12 / 3501 +,MERCER,5715,W WINDSOR-PLAINSBORO REG,16964,0.114,0.818,0.014,0.002,0.03,0.022,13.8,93.5,246.8,0.095,21,12548
K. CHARTER,MERCER,6017,FOUNDATION ACADEMY CS,15548,0.851,0.103,0.046,0,0,0,10.9,140.9,83.8,0.099,80,0
K. CHARTER,MERCER,6025,PAUL ROBESON HUMANITIES  CS,16090,0.867,0.083,0.05,0,0,0,9.3,99,148.5,0.105,80,0
K. CHARTER,MERCER,6810,INTERNATIONAL CS OF TRENTON,19510,0.818,0.096,0.086,0,0,0,8.7,89,89,0.045,80,0
K. CHARTER,MERCER,7500,PACE CS OF HAMILTON,13791,0.777,0.162,0.062,0,0,0,10.5,0,115,0.009,80,0
K. CHARTER,MERCER,7540,PRINCETON CS,16220,0.211,0.78,0.009,0,0,0,11.7,344,74.8,0.017,80,0
K. CHARTER,MERCER,8140,VILLAGE CS,16697,0.851,0.089,0.06,0,0,0,9.7,89.5,179,0.092,80,0
G. K-12 / 3501 +,MIDDLESEX,750,CARTERET BORO,14922,0.535,0.414,0.051,0,0,0,13.7,136.3,178.5,0.084,23,0
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,21154,0.076,0.911,0.013,0,0,0,10.3,77.6,119.6,0.101,23,0
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,14616,0.385,0.571,0.042,0.003,0,0,12.4,108.6,143.4,0.055,23,0
G. K-12 / 3501 +,MIDDLESEX,1170,EAST BRUNSWICK TWP,17809,0.197,0.779,0.022,0.002,0,0,13.1,82.3,180.7,0.108,23,0
G. K-12 / 3501 +,MIDDLESEX,1290,EDISON TWP,16333,0.152,0.822,0.023,0.002,0,0.001,13.1,101.7,258.6,0.100,23,53925
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,20172,0.196,0.749,0.028,0.002,0.025,0,12.3,67.3,141.2,0.130,23,0
D. K-8 / 751 +,MIDDLESEX,2370,JAMESBURG BORO,14891,0.423,0.533,0.044,0,0,0,14.8,83.3,166.5,0.102,23,1702
F. K-12 / 1801 - 3500,MIDDLESEX,3120,METUCHEN BORO,17171,0.123,0.849,0.023,0.004,0,0.001,12.7,86.5,150.8,0.138,23,0
F. K-12 / 1801 - 3500,MIDDLESEX,3140,MIDDLESEX BORO,15219,0.328,0.626,0.033,0.002,0,0.011,12.9,76.3,165.5,0.110,23,5649
J. VOC,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,23082,0.342,0.595,0.048,0.015,0,0,13.5,57.2,103,0.239,23,0
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,15428,0.124,0.851,0.02,0.002,0,0.003,12.3,85.8,183.6,0.097,23,6037
G. K-12 / 3501 +,MIDDLESEX,3290,MONROE TWP,18283,0.095,0.858,0.015,0.032,0,0,13.3,78.2,267.9,0.133,23,139554
G. K-12 / 3501 +,MIDDLESEX,3530,NEW BRUNSWICK CITY,20229,0.781,0.182,0.036,0.001,0,0,12.3,68.8,204.5,0.129,23,0
G. K-12 / 3501 +,MIDDLESEX,3620,NORTH BRUNSWICK TWP,15473,0.187,0.775,0.039,0,0,0,14,98,169,0.108,23,334
G. K-12 / 3501 +,MIDDLESEX,3845,OLD BRIDGE TWP,16173,0.367,0.594,0.037,0.001,0,0.001,13.4,104.4,235.9,0.132,23,0
G. K-12 / 3501 +,MIDDLESEX,4090,PERTH AMBOY CITY,17508,0.834,0.109,0.057,0,0,0,13.1,92.4,264.4,0.073,23,0
G. K-12 / 3501 +,MIDDLESEX,4130,PISCATAWAY TWP,15278,0.22,0.747,0.027,0.006,0,0,14.1,100.4,216.9,0.116,23,0
G. K-12 / 3501 +,MIDDLESEX,4660,SAYREVILLE BORO,14629,0.313,0.648,0.039,0,0,0,13.4,92.3,233.6,0.141,23,2259420
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,14724,0.461,0.484,0.056,0,0,0,14,95.9,143.9,0.154,23,0
G. K-12 / 3501 +,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,15409,0.239,0.736,0.024,0.001,0,0,14.7,105.6,197.8,0.108,23,1427
G. K-12 / 3501 +,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,15357,0.235,0.733,0.031,0.001,0,0,12.6,92,139.7,0.121,23,0
F. K-12 / 1801 - 3500,MIDDLESEX,4920,SOUTH RIVER BORO,13507,0.473,0.472,0.052,0.003,0,0,14,95.4,170.3,0.130,23,0
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,15669,0.289,0.534,0.027,0.149,0,0.001,12.1,90.9,178.1,0.109,23,0
G. K-12 / 3501 +,MIDDLESEX,5850,WOODBRIDGE TWP,15713,0.197,0.772,0.03,0,0,0.001,12.7,108.8,210,0.107,23,1738322
K. CHARTER,MIDDLESEX,6032,ACADEMY FOR URBAN LEADERSHIP CS,13711,0.798,0.118,0.085,0,0,0,0,0,0,0.040,80,0
K. CHARTER,MIDDLESEX,6041,HATIKVAH INTERNATIONAL CS,12611,0.207,0.772,0.02,0,0,0.001,16.3,148,148,0.013,80,0
K. CHARTER,MIDDLESEX,6635,GREATER BRUNSWICK CS,15328,0.618,0.257,0.03,0,0,0.095,11.6,0,116,0.097,80,115798
F. K-12 / 1801 - 3500,MONMOUTH,100,ASBURY PARK CITY,30502,0.847,0.076,0.072,0.005,0,0,8.3,33.5,95.8,0.166,25,273697
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,17394,0.134,0.782,0.024,0.05,0,0.01,11.3,116.4,120.7,0.089,25,1077
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,20296,0.113,0.803,0.021,0.021,0.042,0,10.7,52.3,77.1,0.062,25,0
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,17573,0.182,0.6,0.059,0.159,0,0,10.9,83.6,200,0.127,25,0
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,19547,0.224,0.724,0.052,0,0,0,9.4,71.6,90.7,0.132,25,0
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,15891,0.107,0.876,0.016,0.001,0,0,12.6,88.2,200,0.097,25,0
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,20486,0.128,0.84,0.032,0,0,0,9.8,66.9,147.1,0.136,25,0
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,26982,0.362,0.528,0.008,0,0.102,0,9.3,0,62.5,0.016,25,0
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,20160,0.287,0.666,0.045,0.002,0,0,10.6,59.7,175,0.170,25,26206
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,13815,0.099,0.879,0.017,0.004,0,0.001,13.3,76.6,169.8,0.129,25,667
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,16291,0.389,0.567,0.037,0.007,0,0,8.8,152,76,0.197,25,0
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,14799,0.483,0.404,0.113,0,0,0,12.9,96.7,133.6,0.136,25,4
H. 7-12 / 9-12,MONMOUTH,1650,FREEHOLD REGIONAL,16529,0.338,0.635,0.027,0.001,0,0,15.3,128.6,173.2,0.135,25,0
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,16385,0.134,0.844,0.021,0.002,0,0,12.5,74.9,202.6,0.132,25,0
F. K-12 / 1801 - 3500,MONMOUTH,2105,HAZLET TWP,16051,0.313,0.656,0.028,0.002,0,0.001,12.1,107.1,168.6,0.151,25,0
H. 7-12 / 9-12,MONMOUTH,2120,HENRY HUDSON REGIONAL,26156,0.17,0.805,0.026,0,0,0,9.3,50,123.3,0.259,25,0
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,20850,0.238,0.687,0.04,0,0.035,0,9.8,86.4,52.8,0.163,25,31
F. K-12 / 1801 - 3500,MONMOUTH,2230,HOLMDEL TWP,18937,0.124,0.851,0.019,0.006,0,0,12.5,77.5,196.7,0.121,25,0
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,17507,0.356,0.606,0.03,0.009,0,0,12.5,76.5,217.3,0.156,25,930138
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,26255,0.808,0.118,0.075,0,0,0,8.1,45.8,117,0.169,25,0
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,18027,0.339,0.406,0.047,0.188,0,0.02,11.1,79.1,123.1,0.157,25,0
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,16109,0.114,0.864,0.02,0.002,0,0,11.4,69.6,134.5,0.083,25,0
G. K-12 / 3501 +,MONMOUTH,2770,LONG BRANCH CITY,21038,0.654,0.289,0.053,0.001,0,0.003,10.6,70.7,185.2,0.106,25,0
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,15549,0.27,0.556,0.023,0,0.016,0.135,13.1,86,215,0.130,25,100266
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,16101,0.107,0.502,0.017,0.374,0,0,13.5,81.9,146.5,0.132,25,661
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,15044,0.197,0.765,0.025,0.005,0,0.008,13.3,85.2,206.8,0.150,25,2033165
G. K-12 / 3501 +,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,16259,0.255,0.712,0.031,0.002,0,0,12.7,110.7,242.1,0.107,25,0
G. K-12 / 3501 +,MONMOUTH,3160,MIDDLETOWN TWP,15963,0.192,0.78,0.027,0.001,0,0,14.2,85,239.1,0.148,25,11
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,17904,0.175,0.807,0.018,0.001,0,0,11.8,87.8,206.9,0.145,25,0
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,13816,0.115,0.867,0.018,0,0,0,11.9,124,103.3,0.081,25,0
J. VOC,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,21400,0.258,0.48,0.025,0.238,0,0,11.9,106.9,142.6,0.160,25,3.7252903E-9
H. 7-12 / 9-12,MONMOUTH,3270,MONMOUTH REGIONAL,26134,0.218,0.76,0.023,0,0,0,9.8,62.4,90.6,0.152,25,0
C. K-8 / 401 - 750,MONMOUTH,3500,NEPTUNE CITY,15286,0.268,0.6,0.039,0,0.093,0,12.2,100,195,0.125,25,1559
G. K-12 / 3501 +,MONMOUTH,3510,NEPTUNE TWP,23138,0.558,0.342,0.04,0.049,0.012,0,12,76.6,156,0.172,25,277780
G. K-12 / 3501 +,MONMOUTH,3810,OCEAN TWP,18521,0.191,0.781,0.027,0,0,0.001,11.6,71.6,159.8,0.139,25,0
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,16006,0.114,0.847,0.02,0.019,0,0,11.9,80.2,130,0.118,25,0
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,16835,0.297,0.615,0.084,0,0,0.004,12.5,86.2,215.4,0.102,25,0
H. 7-12 / 9-12,MONMOUTH,4365,RED BANK REGIONAL,24139,0.128,0.716,0.029,0.127,0,0,10.9,74.4,104.9,0.142,25,0
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,15905,0.353,0.583,0.032,0.033,0,0,9.6,75,45,0.033,25,0
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,15858,0.112,0.855,0.017,0.015,0,0.001,13.2,99.4,184.1,0.107,25,3660
H. 7-12 / 9-12,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,20097,0.106,0.874,0.01,0.01,0,0,11.6,79.4,94.1,0.150,25,55747
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,20445,0.09,0.861,0.017,0.031,0,0.001,8.3,119.7,119.7,0.089,25,0
H. 7-12 / 9-12,MONMOUTH,4760,SHORE REGIONAL,24656,0.122,0.862,0.004,0.012,0,0,12.4,86.8,93,0.115,25,77668
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,17164,0.104,0.875,0.015,0.006,0,0,11.8,69.9,163,0.112,25,0
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,20710,0.107,0.856,0.037,0,0,0,10.9,61.1,89.7,0.108,25,0
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,16960,0.094,0.858,0.019,0.006,0,0.023,12,79.3,178.5,0.109,25,0
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,17168,0.218,0.752,0.027,0.003,0,0,11.8,86.6,221.4,0.128,25,195146
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,16287,0.554,0.38,0.048,0,0.018,0,12.2,91.9,147,0.135,25,0
F. K-12 / 1801 - 3500,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,17288,0.2,0.563,0.014,0.223,0,0,14.6,79.9,176.1,0.139,25,0
G. K-12 / 3501 +,MONMOUTH,5420,WALL TWP,17403,0.128,0.851,0.019,0.002,0,0,12,71.4,206.8,0.148,25,0
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,18307,0.114,0.837,0.031,0.018,0,0,10.5,113.2,181.8,0.158,25,0
K. CHARTER,MONMOUTH,6740,HOPE ACADEMY CS,19002,0.67,0.148,0.182,0,0,0,10.6,117.6,41.7,0.075,80,0
K. CHARTER,MONMOUTH,7720,THE RED BANK CS,16818,0.49,0.482,0.028,0,0,0,9.4,87.5,97.2,0.109,80,0
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,20584,0.127,0.67,0.024,0.179,0,0,10.9,48.4,114.5,0.157,27,36624
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,16708,0.091,0.895,0.013,0,0,0.001,13.2,97.4,139.1,0.105,27,22
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,19053,0.175,0.643,0.023,0.159,0,0,11.3,83.5,151.3,0.186,27,3659
G. K-12 / 3501 +,MORRIS,785,SCH DIST OF THE CHATHAMS,15742,0.108,0.875,0.016,0.001,0,0,15,102.9,167.5,0.128,27,0
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,17612,0.128,0.844,0.02,0.009,0,0,12.3,73.6,186,0.129,27,0
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,15666,0.112,0.868,0.017,0.002,0,0.001,13.1,67.3,165.3,0.143,27,38299
F. K-12 / 1801 - 3500,MORRIS,1110,DOVER TOWN,16221,0.576,0.293,0.075,0.056,0,0,13.5,100.6,134.8,0.088,27,0
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,17609,0.126,0.855,0.016,0.003,0,0,11.9,80.7,184.2,0.147,27,0
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,17639,0.103,0.863,0.015,0.019,0,0,11.8,51.9,145.3,0.103,27,764033
H. 7-12 / 9-12,MORRIS,1990,HANOVER PARK REGIONAL,21549,0.114,0.874,0.012,0,0,0,12,73.7,122.9,0.132,27,1132
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,16416,0.114,0.872,0.014,0,0,0,12.4,63.5,165.9,0.107,27,105
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,22922,0.084,0.897,0.012,0.007,0,0,10,52.5,112,0.098,27,0
F. K-12 / 1801 - 3500,MORRIS,2380,JEFFERSON TWP,17536,0.341,0.635,0.024,0.001,0,0,12.8,71.6,143.5,0.138,27,748
F. K-12 / 1801 - 3500,MORRIS,2460,KINNELON BORO,17641,0.122,0.859,0.014,0.004,0,0.001,12.4,78.4,154.6,0.111,27,0
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,17433,0.126,0.847,0.026,0.001,0,0,13.1,101.7,175,0.118,27,32
F. K-12 / 1801 - 3500,MORRIS,2870,MADISON BORO,16777,0.11,0.831,0.016,0.04,0,0.003,13.2,64.1,159.1,0.125,27,150000
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,16186,0.113,0.864,0.02,0.003,0,0,12.3,132,124.6,0.104,27,0
D. K-8 / 751 +,MORRIS,3100,MENDHAM TWP,21806,0.109,0.877,0.012,0,0,0.002,10.4,66,158.4,0.114,27,12761
A. K-6,MORRIS,3240,MINE HILL TWP,15751,0.324,0.641,0.03,0.005,0,0,13.7,167.6,299.3,0.079,27,0
G. K-12 / 3501 +,MORRIS,3340,MONTVILLE TWP,16825,0.11,0.867,0.022,0.001,0,0,12.1,61.6,206.5,0.124,27,0
J. VOC,MORRIS,3365,MORRIS COUNTY VOCATIONAL,20438,0.143,0.366,0.042,0.449,0,0,14.8,95.3,105.9,0.162,27,0
H. 7-12 / 9-12,MORRIS,3370,MORRIS HILLS REGIONAL,22607,0.175,0.806,0.016,0.004,0,0,11.7,65.1,128.4,0.168,27,7391
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,18249,0.096,0.886,0.015,0.003,0,0,11.4,104.7,157,0.092,27,0
G. K-12 / 3501 +,MORRIS,3385,MORRIS SCHOOL DISTRICT,19619,0.139,0.79,0.028,0.043,0,0,12.1,65.6,189.3,0.131,27,0
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,18788,0.113,0.87,0.017,0,0,0,11.8,54.9,124.3,0.122,27,0
G. K-12 / 3501 +,MORRIS,3450,MOUNT OLIVE TWP,18151,0.263,0.718,0.018,0.001,0,0,13.9,82.1,189.8,0.150,27,0
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,22922,0.115,0.513,0.008,0.364,0,0,10.5,30.7,100.5,0.200,27,0
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,16011,0.331,0.618,0.047,0.004,0,0,10.7,82.6,281,0.157,27,0
G. K-12 / 3501 +,MORRIS,3950,PARSIPPANY-TROY HILLS TWP,18680,0.103,0.873,0.018,0.002,0,0.004,11.6,66.5,241.6,0.142,27,7310
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,18338,0.117,0.849,0.017,0.011,0.006,0,13.2,62,184.8,0.181,27,0
F. K-12 / 1801 - 3500,MORRIS,4080,PEQUANNOCK TWP,16874,0.147,0.828,0.018,0.007,0,0,12.6,61.8,187.9,0.138,27,0
G. K-12 / 3501 +,MORRIS,4330,RANDOLPH TWP,17326,0.221,0.755,0.023,0.002,0,0,12.5,80.9,258.9,0.140,27,0
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,16569,0.1,0.878,0.016,0.003,0.003,0,12.3,69.8,114,0.117,27,4485
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,12847,0.148,0.802,0.036,0.014,0,0,18,218.8,218.8,0.124,27,0
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,18637,0.132,0.843,0.024,0,0,0.001,11.6,61.1,208.9,0.175,27,0
G. K-12 / 3501 +,MORRIS,4560,ROXBURY TWP,17604,0.252,0.689,0.024,0.035,0,0,12.5,81.8,182.1,0.130,27,0
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,17819,0.256,0.722,0.023,0,0,0,12.7,64.5,211.9,0.150,27,0
H. 7-12 / 9-12,MORRIS,5660,WEST MORRIS REGIONAL,18396,0.169,0.817,0.013,0.002,0,0,13.2,88.5,171.5,0.146,27,0
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,16005,0.353,0.551,0.071,0.026,0,0,11.2,115.2,167.8,0.148,27,0
K. CHARTER,MORRIS,8050,UNITY CS,13727,0.205,0.784,0.011,0,0,0,12.3,71.6,59.7,0.117,80,0
F. K-12 / 1801 - 3500,OCEAN,185,BARNEGAT TWP,17952,0.472,0.486,0.034,0.001,0.008,0,12.7,84.2,213.2,0.142,29,0
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,19719,0.09,0.809,0.008,0.093,0,0,9.5,266,83.1,0.045,29,0
A. K-6,OCEAN,230,BEACH HAVEN BORO,23353,0.097,0.892,0.012,0,0,0,7.1,111.7,67,0.015,29,0
A. K-6,OCEAN,320,BERKELEY TWP,16727,0.141,0.819,0.024,0,0,0.016,12.5,74.8,183.6,0.152,29,0
G. K-12 / 3501 +,OCEAN,530,BRICK TWP,15843,0.302,0.626,0.039,0.002,0,0.031,13.4,77,238.6,0.184,29,14583485
H. 7-12 / 9-12,OCEAN,770,CENTRAL REGIONAL,17976,0.167,0.799,0.029,0.005,0,0,14,103.2,150.8,0.185,29,0
A. K-6,OCEAN,1150,EAGLESWOOD TWP,17230,0.358,0.608,0.031,0.003,0,0,10.8,88.8,71,0.113,29,302
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,18703,0.147,0.837,0.003,0.013,0,0,8.7,111,92.5,0.153,29,0
G. K-12 / 3501 +,OCEAN,2360,JACKSON TWP,15266,0.426,0.54,0.033,0,0,0.001,13.9,88.6,240.9,0.131,29,181182
G. K-12 / 3501 +,OCEAN,2480,LACEY TWP,16429,0.368,0.554,0.032,0.002,0,0.044,12.9,106.7,170,0.177,29,0
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,15781,0.684,0.124,0.192,0,0,0,12.9,105.6,166.5,0.182,29,1378
G. K-12 / 3501 +,OCEAN,2520,LAKEWOOD TWP,23528,0.363,0.501,0.136,0.001,0,0,12.2,73.8,204.3,0.129,29,1
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,18808,0.103,0.838,0.02,0.039,0,0,10.3,87.9,87.9,0.072,29,0
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,16262,0.517,0.439,0.041,0.001,0,0.002,12.3,96.2,178,0.123,29,0
A. K-6,OCEAN,2760,LONG BEACH ISLAND,25404,0.153,0.824,0.02,0.003,0,0,9.1,44.7,94.6,0.142,29,0
F. K-12 / 1801 - 3500,OCEAN,2940,MANCHESTER TWP,17898,0.184,0.747,0.028,0.041,0,0,11.2,55.7,170.7,0.151,29,33709
J. VOC,OCEAN,3790,OCEAN COUNTY VOCATIONAL,14863,0.263,0.624,0.034,0.079,0,0,14.4,112.8,145.7,0.215,29,0
A. K-6,OCEAN,3800,OCEAN GATE BORO,18931,0.439,0.531,0.03,0,0,0,8.8,52.7,79,0.133,29,2708
A. K-6,OCEAN,3820,OCEAN TWP,18445,0.425,0.529,0.037,0.009,0,0,10.5,62.6,152,0.148,29,4992
H. 7-12 / 9-12,OCEAN,4105,PINELANDS REGIONAL,20036,0.44,0.523,0.037,0,0,0,9.9,64.8,114,0.185,29,0
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,17276,0.5,0.391,0.095,0.007,0,0.007,12.1,57.7,167.3,0.159,29,0
F. K-12 / 1801 - 3500,OCEAN,4210,POINT PLEASANT BORO,13736,0.225,0.741,0.029,0.005,0,0,13,105.2,184.1,0.134,29,0
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,17698,0.127,0.745,0.018,0.109,0,0.001,11.6,67.6,143.1,0.113,29,0
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,19243,0.277,0.628,0.091,0.004,0,0,12,96.7,232,0.147,29,0
H. 7-12 / 9-12,OCEAN,4950,SOUTHERN REGIONAL,19135,0.103,0.75,0.017,0.13,0,0,13.4,90.7,176,0.181,29,0
A. K-6,OCEAN,5020,STAFFORD TWP,16881,0.314,0.647,0.037,0.002,0,0,12.9,90.2,191.6,0.161,29,0
G. K-12 / 3501 +,OCEAN,5190,TOMS RIVER REGIONAL,13974,0.359,0.593,0.042,0.006,0,0,14.4,119.7,229.9,0.132,29,0
A. K-6,OCEAN,5220,TUCKERTON BORO,15291,0.393,0.548,0.045,0.014,0,0,12.1,77.7,171,0.196,29,60
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,19099,0.164,0.768,0.021,0.005,0.042,0,12.3,64.3,132.8,0.140,31,0
G. K-12 / 3501 +,PASSAIC,900,CLIFTON CITY,14527,0.221,0.729,0.05,0,0,0,14,99.2,235.4,0.122,31,560000
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,13628,0.537,0.379,0.059,0,0.008,0.017,13.4,96.7,522,0.129,31,0
F. K-12 / 1801 - 3500,PASSAIC,2100,HAWTHORNE BORO,16375,0.131,0.844,0.026,0,0,0,14.1,78.7,217.9,0.204,31,0
H. 7-12 / 9-12,PASSAIC,2510,LAKELAND REGIONAL,19720,0.269,0.667,0.024,0.026,0,0.014,12.7,73.2,130.9,0.141,31,0
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,15842,0.122,0.849,0.021,0.007,0,0.001,12.4,66.9,229.3,0.135,31,0
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,16137,0.134,0.844,0.022,0,0,0,13.6,72.8,162.6,0.093,31,0
G. K-12 / 3501 +,PASSAIC,3970,PASSAIC CITY,20374,0.864,0.058,0.075,0,0,0.003,12.5,104.6,216.5,0.115,31,893360
H. 7-12 / 9-12,PASSAIC,3980,PASSAIC CO MANCHESTER REG,20263,0.371,0.527,0.03,0,0.011,0.061,16,140.8,164.7,0.140,31,0
H. 7-12 / 9-12,PASSAIC,3990,PASSAIC VALLEY REGIONAL,18300,0.108,0.874,0.018,0,0,0,13.3,113.9,124.3,0.121,31,2614
J. VOC,PASSAIC,3995,PASSAIC COUNTY VOCATIONAL,24091,0.302,0.147,0.059,0.492,0,0,11.5,70.7,141.4,0.144,31,0
G. K-12 / 3501 +,PASSAIC,4010,PATERSON CITY,19618,0.849,0.072,0.079,0,0,0,13,88.9,133.8,0.128,31,203960
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,18806,0.199,0.709,0.023,0.055,0.011,0.003,12.1,66.1,111,0.140,31,0
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,13943,0.686,0.232,0.082,0,0,0,12.9,111.1,222.3,0.132,31,0
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,17634,0.212,0.713,0.024,0.047,0,0.004,13,70.7,179.9,0.166,31,1050
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,15880,0.113,0.833,0.03,0.02,0,0.004,13.4,64.1,135.6,0.094,31,197321
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,18723,0.234,0.716,0.026,0.005,0.019,0,11.3,88.8,233,0.160,31,5375
G. K-12 / 3501 +,PASSAIC,5570,WAYNE TWP,17496,0.116,0.862,0.021,0.002,0,0,13.1,74.1,208.7,0.152,31,0
G. K-12 / 3501 +,PASSAIC,5650,WEST MILFORD TWP,18806,0.275,0.69,0.031,0.005,0,0,13.6,71.8,152.2,0.176,31,0
