GROUP,CONAME,DIST,DISTNAME,PP3VV,STPCT01VV,LTPCT01VV,FDPCT01VV,TUPCT01VV,FBPCT01VV,OTPCT01VV,STRAT01VV,SSRAT01VV,SARAT01VV,PCTSEVV,CO,OTHER01
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,16483,0.3,0.634,0.057,0.002,0,0.007,12.6,92,322,0.006,7,5528
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,15528,0.389,0.554,0.027,0.03,0,0,16.4,118,118,0.199,7,-9.31323E-10
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,15657,0.327,0.522,0.036,0.116,0,0,10.9,86.4,160,0.134,7,0
G. K-12 / 3501 +,CAMDEN,4060,PENNSAUKEN TWP,16919,0.531,0.374,0.047,0.006,0.042,0,13.4,107.7,223.8,0.198,7,1418262
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,19074,0.507,0.3,0.043,0.15,0,0,11.2,69.5,133.6,0.185,7,22258
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,14632,0.435,0.522,0.041,0.003,0,0,12.5,75.7,166.6,0.125,7,0
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,13954,0.441,0.511,0.049,0,0,0,13.3,89.1,146.8,0.116,7,4.656613E-10
H. 7-12 / 9-12,CAMDEN,5035,STERLING HIGH SCHOOL DIST,16736,0.404,0.445,0.044,0.107,0,0,13.2,93.2,84.4,0.147,7,0
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,14089,0.409,0.5,0.042,0.046,0,0.003,14.4,89.6,177.2,0.152,7,0
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,16169,0.151,0.746,0.02,0,0.083,0,13.2,76.6,198.7,0.123,7,3.7252903E-9
A. K-6,CAMDEN,5560,WATERFORD TWP,14678,0.474,0.467,0.028,0.005,0,0.026,13.1,63.5,161.6,0.134,7,1.8626451E-9
G. K-12 / 3501 +,CAMDEN,5820,WINSLOW TWP,18194,0.501,0.424,0.045,0.025,0.005,0,11.6,66.6,213.2,0.130,7,-7.450581E-9
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,16584,0.657,0.174,0.103,0.003,0.064,0,12.6,97.7,143.3,0.173,7,58802
K. CHARTER,CAMDEN,6024,CAMDEN'S PRIDE CHARTER SCHHOL,18844,0.811,0.044,0.145,0,0,0,8.7,83.5,167,0.036,80,0
K. CHARTER,CAMDEN,6027,INSTITUTE OF EXCELLENCE CHARTER SCHOOL,11374,0.49,0.436,0.074,0,0,0,15.8,160,177.8,0.038,80,0
K. CHARTER,CAMDEN,6212,CAMDEN ACADEMY CHARTER HS,17727,0.849,0.067,0.084,0,0,0,10.5,58.4,170.4,0.110,80,0
K. CHARTER,CAMDEN,6215,CAMDEN'S PROMISE CS,23924,0.666,0.232,0.102,0,0,0,10.2,199.5,137.6,0.103,80,0
K. CHARTER,CAMDEN,6232,ENVIRONMENT COMMUNITY CS,12600,0.837,0.055,0.108,0,0,0,14,392,653.3,0.026,80,0
K. CHARTER,CAMDEN,6240,FREEDOM ACADEMY CS,14016,0.869,0.057,0.074,0,0,0,12.4,59,118,0.059,80,0
K. CHARTER,CAMDEN,6325,D.U.E. SEASON CS,17986,0.788,0.048,0.164,0,0,0,8.2,124.8,155.9,0.034,80,0
K. CHARTER,CAMDEN,7109,LEAP ACADEMY UNIVERSITY CS,17478,0.818,0.082,0.1,0,0,0,13.9,836,69.7,0.060,80,7484
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,39898,0.073,0.78,0.01,0.011,0,0.126,5.3,42.8,77,0.078,9,503080
A. K-6,CAPE MAY,710,CAPE MAY CITY,22493,0.175,0.467,0.351,0.007,0,0,8.1,155,86.1,0.084,9,0
I. CSSD,CAPE MAY,715,CAPE MAY CO SPECIAL SERV,61624,0.068,0.318,0.012,0.503,0.098,0.001,5.5,10.4,46.8,0.865,9,0
J. VOC,CAPE MAY,720,CAPE MAY CO VOCATIONAL,24506,0.156,0.502,0.025,0.263,0.053,0.001,10.6,141.3,100.9,0.111,9,-1.862645E-9
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,18875,0.45,0.524,0.025,0,0,0.001,9.3,48.9,154,0.140,9,9.313226E-10
H. 7-12 / 9-12,CAPE MAY,2820,LOWER CAPE MAY REGIONAL,19165,0.347,0.608,0.042,0.002,0,0.001,11.7,77.2,162.2,0.283,9,0
A. K-6,CAPE MAY,2840,LOWER TWP,14995,0.42,0.539,0.04,0.001,0,0,13.2,93.1,305.7,0.184,9,0
F. K-12 / 1801 - 3500,CAPE MAY,3130,MIDDLE TWP,15819,0.349,0.522,0.038,0.074,0.018,0,12.8,98.6,217.3,0.165,9,0
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,24296,0.137,0.695,0.037,0.131,0,0,8.6,75.3,83.1,0.130,9,-9.31323E-10
F. K-12 / 1801 - 3500,CAPE MAY,3780,OCEAN CITY,20343,0.085,0.545,0.022,0.315,0.033,0,10.8,84.1,170.4,0.138,9,19.999999996
A. K-6,CAPE MAY,4700,SEA ISLE CITY,24406,0.093,0.788,0.02,0,0.099,0,6,48,80,0.083,9,-2.32831E-10
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,24818,0.067,0.855,0.012,0.066,0,0,6.3,50,75,0.040,9,-2.32831E-10
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,15945,0.307,0.642,0.03,0.022,0,0,12.9,76.9,178.9,0.100,9,1.8626451E-9
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,26236,0.184,0.774,0.025,0.017,0,0,6.8,200,26.7,0.050,9,489
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,26532,0.311,0.454,0.075,0.108,0.052,0,8.4,63,121.5,0.209,9,1.8626451E-9
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,23006,0.12,0.836,0.023,0.008,0.012,0.001,9.9,60.9,140,0.161,9,4.656613E-10
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,20304,0.652,0.236,0.111,0,0,0.001,9,214,107,0.136,9,-4.65661E-10
G. K-12 / 3501 +,CUMBERLAND,540,BRIDGETON CITY,16189,0.83,0.067,0.095,0.008,0,0,12.2,86.2,152.2,0.076,11,266722
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,15809,0.784,0.131,0.085,0,0,0,11.4,82,187.4,0.140,11,0
J. VOC,CUMBERLAND,995,CUMBERLAND CO VOCATIONAL,13424,0.47,0.375,0.04,0.116,0,0,25.9,153.9,129.3,0.176,11,0
H. 7-12 / 9-12,CUMBERLAND,997,CUMBERLAND REGIONAL,19426,0.594,0.357,0.047,0,0,0.002,14.5,119.1,131.1,0.167,11,5974
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,14935,0.509,0.437,0.052,0,0,0.002,12.4,209.4,188.5,0.114,11,0
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,18222,0.566,0.344,0.061,0.029,0,0,9.6,101.9,135.8,0.147,11,0
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,15849,0.803,0.126,0.07,0,0,0.001,11.2,154,308,0.094,11,-9.31323E-10
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,17503,0.348,0.603,0.044,0.005,0,0,10.6,0,48.7,0.096,11,0
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,15827,0.483,0.454,0.049,0.014,0,0,14.1,85.8,140,0.124,11,-4.65661E-10
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,16629,0.697,0.233,0.061,0.005,0,0.004,9.6,220.5,152.1,0.086,11,0
B. K-8 / 0 - 400,CUMBERLAND,3050,MAURICE RIVER TWP,15389,0.591,0.366,0.042,0.001,0,0,12.6,189.5,172.3,0.129,11,0
G. K-12 / 3501 +,CUMBERLAND,3230,MILLVILLE CITY,17217,0.76,0.114,0.078,0.049,0,0,12.3,82.5,149.7,0.172,11,0
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,14081,0.482,0.477,0.037,0.004,0,0,12.2,135,135,0.022,11,0
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,17054,0.49,0.439,0.062,0.008,0,0.001,11.9,59.1,148.8,0.163,11,0
G. K-12 / 3501 +,CUMBERLAND,5390,VINELAND CITY,17150,0.836,0.112,0.047,0.004,0,0.001,11.4,63.9,199.4,0.137,11,236619
K. CHARTER,CUMBERLAND,6028,VINELAND PUBLIC CHARTER SCHOOL,10362,0.024,0.863,0.113,0,0,0,12.8,148,61.7,0.000,80,0
G. K-12 / 3501 +,ESSEX,250,BELLEVILLE TOWN,14367,0.424,0.508,0.067,0.001,0,0,13.7,88.1,254.6,0.111,13,3.7252903E-9
G. K-12 / 3501 +,ESSEX,410,BLOOMFIELD TWP,15218,0.269,0.699,0.031,0.001,0,0,13.2,84.1,186.5,0.149,13,0
F. K-12 / 1801 - 3500,ESSEX,660,CALDWELL-WEST CALDWELL,16163,0.083,0.899,0.018,0,0,0,13.3,81.5,183.7,0.142,13,2.7939677E-9
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,17253,0.081,0.899,0.02,0,0,0,13.4,70.9,187.4,0.110,13,0
G. K-12 / 3501 +,ESSEX,1210,EAST ORANGE,22750,0.862,0.084,0.052,0,0,0.002,11.3,70.5,184.8,0.142,13,311196
J. VOC,ESSEX,1390,ESSEX CO VOC-TECH,21923,0.473,0.144,0.088,0.286,0.01,0,12.4,106.3,146.2,0.121,13,0
A. K-6,ESSEX,1400,ESSEX FELLS BORO,17805,0.073,0.904,0.023,0,0,0,9.1,60.5,121,0.128,13,33513
A. K-6,ESSEX,1465,FAIRFIELD TWP,15332,0.08,0.898,0.019,0.002,0,0.001,13.4,70.7,173.3,0.104,13,2.328306E-10
F. K-12 / 1801 - 3500,ESSEX,1750,GLEN RIDGE BORO,14689,0.071,0.901,0.016,0.012,0,0,13.8,82.2,210.9,0.110,13,736
G. K-12 / 3501 +,ESSEX,2330,IRVINGTON TOWNSHIP,21125,0.821,0.112,0.063,0,0,0.004,12.9,82.6,171.1,0.081,13,0
G. K-12 / 3501 +,ESSEX,2730,LIVINGSTON TWP,17716,0.085,0.895,0.018,0.001,0,0.001,13.7,79.4,182.6,0.128,13,610052
G. K-12 / 3501 +,ESSEX,3190,MILLBURN TWP,17392,0.085,0.884,0.016,0.006,0,0.009,12.7,78.1,196.7,0.120,13,325733
G. K-12 / 3501 +,ESSEX,3310,MONTCLAIR TOWN,17806,0.108,0.861,0.031,0.001,0,0,12.6,70.8,218.2,0.148,13,3.7252903E-9
G. K-12 / 3501 +,ESSEX,3570,NEWARK CITY,21706,0.82,0.11,0.069,0.001,0,0,15.6,37.7,95.8,0.138,13,3441354
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,17249,0.077,0.853,0.012,0.014,0.044,0,10.7,73.6,165.5,0.140,13,-6.98492E-10
G. K-12 / 3501 +,ESSEX,3750,NUTLEY TOWN,15973,0.175,0.796,0.026,0.002,0,0.001,13.1,88.5,214.3,0.134,13,258253
G. K-12 / 3501 +,ESSEX,3880,CITY OF ORANGE TWP,18948,0.85,0.106,0.042,0.001,0,0.001,10.1,65,138,0.147,13,0
A. K-6,ESSEX,4530,ROSELAND BORO,16454,0.099,0.889,0.012,0,0,0,13.6,73.2,177.9,0.110,13,0
G. K-12 / 3501 +,ESSEX,4900,SOUTH ORANGE-MAPLEWOOD,17895,0.086,0.891,0.022,0,0,0.001,12.4,80.1,169.7,0.119,13,50
F. K-12 / 1801 - 3500,ESSEX,5370,VERONA BORO,15190,0.085,0.883,0.025,0.006,0,0.001,14.3,76.9,131,0.106,13,36054
H. 7-12 / 9-12,ESSEX,5630,WEST ESSEX REGIONAL,23249,0.082,0.866,0.012,0.004,0,0.036,11.3,81,115.1,0.140,13,9.313226E-10
G. K-12 / 3501 +,ESSEX,5680,WEST ORANGE TOWN,21236,0.108,0.859,0.032,0.001,0,0,11.8,67.1,186.4,0.164,13,3.7252903E-9
K. CHARTER,ESSEX,6016,ADELAIDE L. SANDFORD CS,15587,0.764,0.136,0.1,0,0,0,15.9,143.5,71.8,0.021,80,0
K. CHARTER,ESSEX,6020,PRIDE ACADEMY CHARTER SCHOOL,15690,0.818,0.11,0.071,0,0,0.001,9.2,119.5,79.7,0.138,80,0
K. CHARTER,ESSEX,6022,BURCH CHARTER SCHOOL OF EXCELLENCE,12066,0.762,0.148,0.09,0,0,0,15.4,213,71,0.047,80,0
K. CHARTER,ESSEX,6029,NEWARK EDUCATORS CHARTER SCHOOL,15255,0.817,0.132,0.051,0,0,0,11.3,249,249,0.049,80,0
K. CHARTER,ESSEX,6037,NEWARK LEGACY CS,16658,0.685,0.264,0.051,0,0,0,12.9,0,48.3,0.077,80,0
K. CHARTER,ESSEX,6038,VISIONS ACADEMY CS,16216,0.772,0.175,0.053,0,0,0,13.4,147,34.2,0.115,80,0
K. CHARTER,ESSEX,6320,DISCOVERY CS,17204,0.802,0.137,0.061,0,0,0,15,0,37.5,0.094,80,0
K. CHARTER,ESSEX,6410,EAST ORANGE COMMUNITY CS,15811,0.8,0.111,0.089,0,0,0,14.8,87.5,122.5,0.064,80,0
K. CHARTER,ESSEX,6665,GRAY CS,16588,0.78,0.11,0.11,0,0,0,11.7,0,135,0.000,80,0
K. CHARTER,ESSEX,7100,LADY LIBERTY ACADEMY CS,16426,0.102,0.834,0.064,0,0,0,9.7,113.5,113.5,0.086,80,0
K. CHARTER,ESSEX,7210,MARION P. THOMAS CS,17287,0.805,0.117,0.078,0,0,0,14.8,136.5,91,0.030,80,0
K. CHARTER,ESSEX,7280,GREATER NEWARK CS,14475,0.819,0.118,0.063,0,0,0,12.9,84,84,0.059,80,0
K. CHARTER,ESSEX,7290,NEW HORIZONS COMM. CS,16132,0.085,0.778,0.137,0,0,0,13.7,112.8,75.2,0.049,80,0
K. CHARTER,ESSEX,7320,NORTH STAR ACAD. CS OF NEWARK,16878,0.078,0.838,0.084,0,0,0,10.7,299,139.6,0.057,80,0
K. CHARTER,ESSEX,7325,TEAM ACADEMY CHARTER SCHOOL,18200,0.106,0.817,0.077,0,0,0,15.2,1279,1279,0.118,80,0
K. CHARTER,ESSEX,7730,ROBERT TREAT ACADEMY CS,15345,0.814,0.139,0.047,0,0,0,13.3,262.5,250,0.023,80,0
K. CHARTER,ESSEX,7735,MARIA L. VARISCO-ROGERS CS,13515,0.796,0.131,0.074,0,0,0,11.4,73.2,91.5,0.052,80,0
K. CHARTER,ESSEX,8065,UNIVERSITY HEIGHTS CS,16641,0.789,0.14,0.071,0,0,0,10.6,185.8,74.3,0.072,80,0
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,15961,0.508,0.349,0.082,0.002,0.059,0,13,95.5,133.8,0.115,15,-1.862645E-9
H. 7-12 / 9-12,GLOUCESTER,870,CLEARVIEW REGIONAL,14287,0.465,0.504,0.023,0.005,0.003,0,14.4,122.7,170.7,0.109,15,3.7252903E-9
G. K-12 / 3501 +,GLOUCESTER,1100,DEPTFORD TWP,14858,0.399,0.525,0.043,0.001,0.032,0,13.2,97.5,219.4,0.122,15,750000
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,13032,0.24,0.731,0.028,0,0,0.001,13.9,99.3,202.6,0.097,15,9.313226E-10
A. K-6,GLOUCESTER,1330,ELK TWP,13966,0.486,0.416,0.047,0.051,0,0,11.5,107.8,194,0.116,15,-4.65661E-10
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,13201,0.481,0.468,0.039,0.012,0,0,14.4,117.7,201.7,0.111,15,0
H. 7-12 / 9-12,GLOUCESTER,1715,GATEWAY REGIONAL,21930,0.405,0.545,0.027,0.002,0.021,0,10.6,52.8,78.5,0.204,15,928
F. K-12 / 1801 - 3500,GLOUCESTER,1730,GLASSBORO,17377,0.464,0.474,0.054,0.006,0,0.002,12.9,106.4,203.1,0.155,15,1134
I. CSSD,GLOUCESTER,1774,GLOUCESTER CO SPEC SERV,48060,0.117,0.12,0.057,0.704,0,0.002,5.7,8.9,37.3,0.963,15,0
J. VOC,GLOUCESTER,1775,GLOUCESTER CO VOCATIONAL,18569,0.435,0.408,0.041,0.115,0,0.001,14.6,137.3,145.4,0.182,15,1.8626451E-9
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,19233,0.135,0.818,0.029,0.018,0,0,10.9,58.7,140.9,0.126,15,9.313226E-10
A. K-6,GLOUCESTER,2070,HARRISON TWP,13309,0.374,0.588,0.029,0.009,0,0,12.9,103.1,212.1,0.052,15,1.8626451E-9
H. 7-12 / 9-12,GLOUCESTER,2440,KINGSWAY REGIONAL,14085,0.308,0.57,0.015,0.107,0,0,14.2,114.4,172.4,0.139,15,0
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,15289,0.333,0.629,0.026,0.011,0,0.001,11.8,108.6,152.5,0.078,15,8701
A. K-6,GLOUCESTER,2990,MANTUA TWP,14529,0.366,0.588,0.031,0.016,0,0,12.9,80,286.4,0.154,15,0
G. K-12 / 3501 +,GLOUCESTER,3280,MONROE TWP,14182,0.441,0.52,0.034,0.006,0,0,14.5,113.9,266.8,0.165,15,-7.450581E-9
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,14881,0.531,0.409,0.039,0.002,0.018,0.001,12.5,169.4,102.9,0.128,15,31466
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,17438,0.613,0.23,0.078,0.078,0,0.001,11.3,79,112.1,0.193,15,-1.862645E-9
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,15503,0.453,0.499,0.027,0.005,0,0.016,12,76.8,141,0.144,15,855
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,13282,0.294,0.674,0.03,0.001,0,0.001,15,137,137,0.095,15,2.328306E-10
H. 7-12 / 9-12,GLOUCESTER,4940,DELSEA REGIONAL H.S DIST.,16791,0.5,0.452,0.031,0.017,0,0,13.9,92.1,159,0.123,15,0
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,13578,0.32,0.65,0.03,0,0,0,14,139.4,249,0.150,15,80515
G. K-12 / 3501 +,GLOUCESTER,5500,WASHINGTON TWP,16745,0.404,0.536,0.029,0.002,0.028,0.001,12.5,80.5,187.8,0.145,15,9467
A. K-6,GLOUCESTER,5590,WENONAH BORO,12593,0.209,0.763,0.018,0.002,0.004,0.004,11.6,230,253,0.111,15,1
F. K-12 / 1801 - 3500,GLOUCESTER,5620,WEST DEPTFORD TWP,14252,0.299,0.656,0.044,0.001,0,0,16,86,205.4,0.155,15,1.8626451E-9
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,16309,0.506,0.383,0.049,0.046,0.002,0.014,9.8,110,126.9,0.152,15,51028
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,18374,0.442,0.389,0.072,0.008,0.078,0.011,11.9,78.5,132.7,0.159,15,19600
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,15465,0.364,0.582,0.054,0,0,0,11,54.5,155.7,0.133,15,2.328306E-10
G. K-12 / 3501 +,HUDSON,220,BAYONNE CITY,14406,0.423,0.477,0.048,0.001,0.051,0,14,145.4,232.6,0.130,17,0
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,14344,0.673,0.266,0.062,0,0,0,14.4,168.6,98.3,0.076,17,0
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,11556,0.298,0.568,0.101,0,0.033,0,15.7,141.9,204.4,0.099,17,0
F. K-12 / 1801 - 3500,HUDSON,2060,HARRISON TOWN,19081,0.694,0.226,0.052,0.025,0,0.003,12.9,87.9,109.8,0.118,17,191131
F. K-12 / 1801 - 3500,HUDSON,2210,HOBOKEN CITY,23870,0.335,0.611,0.049,0.004,0,0.001,9.8,46.7,140.2,0.112,17,-3.72529E-9
J. VOC,HUDSON,2295,HUDSON COUNTY VOCATIONAL,39024,0.413,0.468,0.106,0.013,0,0,19.7,119.1,197.4,0.075,17,0
G. K-12 / 3501 +,HUDSON,2390,JERSEY CITY,22397,0.763,0.165,0.072,0,0,0,10.5,68.7,163.4,0.110,17,1500000
G. K-12 / 3501 +,HUDSON,2410,KEARNY TOWN,15838,0.401,0.545,0.051,0,0,0.003,13.2,103.8,203.2,0.119,17,853881
G. K-12 / 3501 +,HUDSON,3610,NORTH BERGEN TWP,14303,0.539,0.356,0.064,0.038,0,0.003,14.6,141.7,201.9,0.124,17,5941
F. K-12 / 1801 - 3500,HUDSON,4730,SECAUCUS TOWN,17272,0.073,0.895,0.032,0,0,0,15.1,116.7,182.9,0.119,17,2.3283064E-9
G. K-12 / 3501 +,HUDSON,5240,UNION CITY,18937,0.84,0.08,0.08,0,0,0,13.2,113.9,157.9,0.110,17,174467
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,18539,0.189,0.751,0.057,0.003,0,0,11.9,85.1,126,0.094,17,0
G. K-12 / 3501 +,HUDSON,5670,WEST NEW YORK TOWN,16238,0.819,0.112,0.066,0,0,0.003,12.9,84.9,133.2,0.119,17,395156
K. CHARTER,HUDSON,6030,THE ETHICAL COMMUNITY CHARTER SCHOOL,10813,0.059,0.804,0.137,0,0,0,17.8,0,84.2,0.020,80,0
K. CHARTER,HUDSON,6036,HOLA HOBOKEN DUAL LANG CS,10962,0.087,0.835,0.078,0,0,0,24.8,0,0,0.000,80,0
K. CHARTER,HUDSON,6235,LIBERTY ACADEMY CS,14544,0.151,0.726,0.122,0,0,0.001,10.4,0,90,0.076,80,0
K. CHARTER,HUDSON,6420,ELYSIAN CS OF HOBOKEN,14607,0.42,0.559,0.021,0,0,0,12.1,157.8,142,0.128,80,0
K. CHARTER,HUDSON,6720,HOBOKEN CS,18321,0.932,0.043,0.025,0,0,0,8.3,274,54.8,0.132,80,0
K. CHARTER,HUDSON,6910,JERSEY CITY COMM. CS,14117,0.655,0.2,0.138,0.007,0,0,19,588,588,0.034,80,0
K. CHARTER,HUDSON,6915,JERSEY CITY GOLDEN DOOR,13750,0.729,0.186,0.085,0,0,0,13.9,244,61,0.065,80,0
K. CHARTER,HUDSON,7115,LEARNING COMMUNITY CS,11913,0.152,0.809,0.039,0,0,0,16.6,82.1,158.7,0.080,80,0
K. CHARTER,HUDSON,7820,SCHOMBURG CS,16430,0.657,0.192,0.15,0.001,0,0,11.2,0,78.7,0.135,80,0
K. CHARTER,HUDSON,7830,SOARING HEIGHTS CS,11252,0.727,0.193,0.08,0,0,0,14.5,217,217,0.082,80,0
K. CHARTER,HUDSON,8060,UNIVERSITY ACADEMY CS,13939,0.727,0.197,0.075,0,0,0.001,12,83.8,119.7,0.136,80,0
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,18021,0.211,0.71,0.021,0.008,0.025,0.025,10.1,64.7,111.1,0.115,19,8105
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,18889,0.212,0.756,0.031,0,0,0.001,10.6,56.3,91,0.123,19,4.656613E-10
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,13838,0.383,0.53,0.058,0.012,0.017,0,9.6,171.3,152.2,0.102,19,2.328306E-10
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,16826,0.156,0.819,0.025,0,0,0,9.4,66.8,113.1,0.102,19,0
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON-GLEN GARDNER,16541,0.196,0.762,0.025,0.017,0,0,11.6,74.6,169,0.144,19,0
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,17393,0.095,0.842,0.024,0.02,0.019,0,12,58.7,168,0.151,19,7243
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,19658,0.161,0.813,0.018,0.008,0,0,9.9,83.8,109.8,0.156,19,6.984919E-10
H. 7-12 / 9-12,HUNTERDON,1050,DELAWARE VALLEY REGIONAL,18170,0.254,0.716,0.026,0.002,0,0.002,14.9,83.9,141.4,0.149,19,0
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,17012,0.127,0.801,0.022,0.015,0.035,0,11.3,66,141.8,0.127,19,4.656613E-10
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,16025,0.149,0.809,0.017,0.001,0.024,0,12.1,87.6,181.4,0.116,19,10505
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,19813,0.107,0.861,0.009,0,0.023,0,12.9,89.4,101.3,0.125,19,372213
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,16801,0.289,0.625,0.042,0.018,0.026,0,11.1,66.8,128.5,0.132,19,0
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,25148,0.369,0.592,0.039,0,0,0,6.7,48.5,68.9,0.168,19,0
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,19829,0.264,0.682,0.036,0.018,0,0,9.2,62.3,96.5,0.231,19,0
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,17123,0.205,0.731,0.015,0.005,0.045,0,10.7,77.1,163.8,0.131,19,0
H. 7-12 / 9-12,HUNTERDON,2300,HUNTERDON CENTRAL REG,20564,0.119,0.791,0.015,0.002,0.072,0.001,12.5,80.9,145.2,0.151,19,603
J. VOC,HUNTERDON,2308,HUNTERDON CO VOCATIONAL,8768,0.255,0.265,0.031,0.379,0.07,0,26,129.9,122.6,0.227,19,4.656613E-10
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,17170,0.222,0.713,0.019,0.003,0.043,0,10.7,66.9,133.8,0.096,19,-2.32831E-10
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,17694,0.088,0.871,0.023,0.011,0.007,0,12.1,101.1,91,0.170,19,0
A. K-6,HUNTERDON,2590,LEBANON BORO,24477,0.057,0.825,0.02,0,0.098,0,7,30,75,0.093,19,0
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,17159,0.194,0.735,0.019,0.003,0.048,0.001,10.9,70,152.6,0.128,19,4.656613E-10
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,18417,0.146,0.754,0.034,0.024,0.043,0,9.8,82.9,89.2,0.129,19,-1.74623E-10
H. 7-12 / 9-12,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,18863,0.13,0.783,0.017,0,0.069,0.001,12.4,71.4,127.5,0.141,19,-3.72529E-9
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,16589,0.093,0.855,0.015,0.001,0.037,0,11.4,69.9,184.3,0.118,19,3.7252903E-9
H. 7-12 / 9-12,HUNTERDON,4890,SOUTH HUNTERDON REGIONAL,29921,0.114,0.853,0.022,0.006,0.004,0.001,8.7,40.4,69.5,0.164,19,312703
A. K-6,HUNTERDON,5050,STOCKTON BORO,19507,0.122,0.788,0.031,0.036,0,0.023,9,430,53.8,0.023,19,19307
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,17763,0.09,0.848,0.012,0.004,0.047,0,10.9,74.5,149,0.079,19,-2.32831E-10
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,19833,0.1,0.858,0.016,0.001,0.014,0.011,11.4,88.1,173.3,0.133,19,-9.31323E-10
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,18557,0.095,0.764,0.026,0,0.115,0,10.4,122.5,122.5,0.078,19,24504
